artist,album,label,release_year,reviewer,score,accolade,publish_date,url
Lullatone,Computer Recital, Audio Dregs,2003,Mark Richardson, 7.4 , ,2003-06-01,http://pitchfork.com/reviews/albums/4912-computer-recital/
Coloma,Finery, Ware,2003,Andy Beta, 7.9 , ,2003-06-02,http://pitchfork.com/reviews/albums/1548-finery/
John Fahey,Old Fashioned Love, Takoma,1975,Andy Beta, 8.4 , ,2003-06-02,http://pitchfork.com/reviews/albums/2946-old-fashioned-love-with-his-orchestra/
Icarus,Six Soviet Misfits, Temporary Residence,2003,Andrew Bryant, 5.4 , ,2003-06-02,http://pitchfork.com/reviews/albums/4044-six-soviet-misfits/
Junior Senior,D-D-Don't Don't Stop the Beat, Mercury,2003,Rob Mitchum, 7.6 , ,2003-06-02,http://pitchfork.com/reviews/albums/4317-d-d-dont-dont-stop-the-beat/
1 Mile North,Minor Shadows, Ba Da Bing!,2003,Chris Ott, 9.0 , ,2003-05-29,http://pitchfork.com/reviews/albums/5993-minor-shadows/
Pleasure Forever,Alter, Sub Pop,2003,Amanda Petrusich, 8.4 , ,2003-06-01,http://pitchfork.com/reviews/albums/6346-alter/
Califone,Deceleration Two, Perishable,2003,Joe Tangari, 8.0 , ,2003-06-01,http://pitchfork.com/reviews/albums/1239-deceleration-two/
Dance Disaster Movement,We Are from Nowhere, Dim Mak,2003,Brandon Stosuy, 6.5 , ,2003-06-01,http://pitchfork.com/reviews/albums/2160-we-are-from-nowhere/
Electric Six,Fire, XL,2003,Eric Carr, 4.0 , ,2003-06-01,http://pitchfork.com/reviews/albums/2733-fire/
Zongamin,Zongamin, XL,2003,Andrew Bryant, 7.3 , ,2003-05-28,http://pitchfork.com/reviews/albums/8933-zongamin/
Various Artists,Nice Up the Dance, Soul Jazz,2003,Andy Beta, 8.0 , ,2003-05-29,http://pitchfork.com/reviews/albums/1988-nice-up-the-dance/
Julie Doiron,Broken Girl, Jagjaguwar,2003,Julianne Shepherd, 5.0 , ,2003-05-29,http://pitchfork.com/reviews/albums/2407-broken-girl/
Early Day Miners,Jefferson at Rest, Secretly Canadian,2003,Rob Mitchum, 4.7 , ,2003-05-29,http://pitchfork.com/reviews/albums/2656-jefferson-at-rest/
Kathleen Edwards,Failer, Zoe,2003,Amanda Petrusich, 7.5 , ,2003-05-29,http://pitchfork.com/reviews/albums/2684-failer/
Single Frame,Wetheads Come Running, Already Gone,2002,Andrew Bryant, 8.5 , Best New Music ,2003-05-27,http://pitchfork.com/reviews/albums/7180-wetheads-come-running/
GoGoGo Airheart,"'GoGoGo Airheart' and 'Love My Life, Hate My Friends'", Vinyl Communications,1997,Eric Carr, 6.0 , ,2003-05-28,http://pitchfork.com/reviews/albums/3491-gogogo-airheart-love-my-life-hate-my-friends/
Hackensaw Boys,Keep It Simple, Hackensaw Boys,2003,Amanda Petrusich, 7.7 , ,2003-05-28,http://pitchfork.com/reviews/albums/3699-keep-it-simple/
Neil Michael Hagerty,The Howling Hex, Drag City,2003,Scott Hreha, 6.6 , ,2003-05-28,http://pitchfork.com/reviews/albums/3703-the-howling-hex/
Merzbow,"Ikebana: Merzbow's 'Amlux' Rebuilt, Reused and Recycled", Important,2003,Dominique Leone, 7.8 , ,2003-05-28,http://pitchfork.com/reviews/albums/5246-ikebana-merzbows-amlux-rebuilt-reused-and-recycled/
Värttinä,Iki, Northside,2003,Dominique Leone, 8.3 , ,2003-05-22,http://pitchfork.com/reviews/albums/8516-iki/
Lilys,Precollection, Manifesto,2003,Amanda Petrusich, 7.7 , ,2003-05-26,http://pitchfork.com/reviews/albums/4798-precollection/
The Party of Helicopters,Please Believe It, Velocette,2003,Andrew Bryant, 6.5 , ,2003-05-26,http://pitchfork.com/reviews/albums/6186-please-believe-it/
Stark Reality,Now, AJP,2003,Dominique Leone, 5.5 , ,2003-05-26,http://pitchfork.com/reviews/albums/7700-now/
Ex Models,Zoo Psychology, Frenchkiss,2003,Julianne Shepherd, 8.2 , ,2003-05-27,http://pitchfork.com/reviews/albums/2864-zoo-psychology/
Watchers,To The Rooftops, Gern Blandsten,2003,Eric Carr, 5.7 , ,2003-05-21,http://pitchfork.com/reviews/albums/8759-to-the-rooftops/
Eels,Shootenanny!, Dreamworks,2003,Chris Dahlen, 2.8 , ,2003-05-22,http://pitchfork.com/reviews/albums/2687-shootenanny/
Numbers,Death, Tigerbeat6,2003,William Bowers, 6.9 , ,2003-05-22,http://pitchfork.com/reviews/albums/5865-death/
Sightings,Michigan Haters, Psycho-Path,2002,Andrew Bryant, 8.8 , ,2003-05-22,http://pitchfork.com/reviews/albums/7143-michigan-haters/
Terre Thaemlitz,Lovebomb, Mille Plateaux,2003,Mark Richardson, 5.8 , ,2003-05-22,http://pitchfork.com/reviews/albums/8237-lovebomb/
Pram,Dark Island, Merge,2003,Chris Dahlen, 5.7 , ,2003-05-20,http://pitchfork.com/reviews/albums/6446-dark-island/
The Bloodthirsty Lovers,Bloodthirsty Lovers, Frenchkiss,2003,Andrew Bryant, 6.8 , ,2003-05-21,http://pitchfork.com/reviews/albums/810-bloodthirsty-lovers/
Various Artists,Scratchology: Mixed by the X-ecutioners, Sequence,2003,Scott Hreha, 7.5 , ,2003-05-21,http://pitchfork.com/reviews/albums/1978-scratchology-mixed-by-the-x-ecutioners/
The Long Winters,When I Pretend to Fall, Barsuk,2003,Julianne Shepherd, 7.2 , ,2003-05-21,http://pitchfork.com/reviews/albums/4844-when-i-pretend-to-fall/
Pinback,Offcell, Absolutely Kosher,2003,Brandon Stosuy, 8.5 , ,2003-05-21,http://pitchfork.com/reviews/albums/6297-offcell/
Scharpling and Wurster,"Rock, Rot & Rule", Stereolaffs,2002,William Bowers, 7.7 , ,2003-05-19,http://pitchfork.com/reviews/albums/7710-rock-rot-rule/
William Basinski,The River, Raster-Noton,2003,Andy Beta, 8.8 , ,2003-05-20,http://pitchfork.com/reviews/albums/576-the-river/
Fog,Ether Teeth, Ninja Tune,2003,Amanda Petrusich, 8.4 , Best New Music ,2003-05-20,http://pitchfork.com/reviews/albums/3130-ether-teeth/
Robin Guthrie,Imperial, Bella Union,2003,Chris Ott, 6.0 , ,2003-05-20,http://pitchfork.com/reviews/albums/3614-imperial/
Iditarod,The River Nektar, Hub City,2003,Joe Tangari, 2.1 , ,2003-05-20,http://pitchfork.com/reviews/albums/4059-the-river-nektar/
Joan of Arc,In Rape Fantasy and Terror Sex We Trust, Perishable,2003,Julianne Shepherd, 5.0 , ,2003-05-18,http://pitchfork.com/reviews/albums/4267-in-rape-fantasy-and-terror-sex-we-trust/
Peter Brötzmann,More Nipples, Atavistic,2003,Scott Hreha, 8.9 , ,2003-05-19,http://pitchfork.com/reviews/albums/967-more-nipples/
The Decemberists,5 Songs EP, Hush,2003,Matt LeMay, 7.3 , ,2003-05-19,http://pitchfork.com/reviews/albums/2240-5-songs-ep/
Homunculus,Words, Howling,2002,Joe Tangari, 6.4 , ,2003-05-19,http://pitchfork.com/reviews/albums/3913-words/
Shub Niggurath,Shub Niggurath, Musea / Gazul,2003,Dominique Leone, 7.7 , ,2003-05-19,http://pitchfork.com/reviews/albums/7706-shub-niggurath/
Hawksley Workman,(Last Night We Were) The Delicious Wolves, Ba Da Bing!,2003,Chris Dahlen, 6.7 , ,2003-05-15,http://pitchfork.com/reviews/albums/8737-last-night-we-were-the-delicious-wolves/
Daniel Lanois,Shine, Anti-,2003,Brandon Stosuy, 5.6 , ,2003-05-18,http://pitchfork.com/reviews/albums/4950-shine/
Cex,Being Ridden, Temporary Residence,2003,Andrew Bryant, 7.1 , ,2003-05-18,http://pitchfork.com/reviews/albums/1391-being-ridden/
Rhys Chatham,An Angel Moves Too Fast to See: Selected Works 1971-1989, Table of the Elements,2003,Andy Beta, 9.1 , ,2003-05-18,http://pitchfork.com/reviews/albums/1408-an-angel-moves-too-fast-to-see-selected-works-1971-1989/
CunninLynguists,Southernunderground, Freshchest,2003,Matt Kallman, 7.4 , ,2003-05-18,http://pitchfork.com/reviews/albums/1689-southernunderground/
Sonic Youth,Dirty: Deluxe Edition, DGC,1992,Scott Hreha, 8.6 , ,2003-05-14,http://pitchfork.com/reviews/albums/7345-dirty-deluxe-edition/
Papa M,Single One EP, Drag City,2003,William Bowers, 8.2 , ,2003-05-15,http://pitchfork.com/reviews/albums/11799-single-one-ep-single-two-ep/
Akrobatik,Balance, Coup D'etat,2003,Julianne Shepherd, 7.2 , ,2003-05-15,http://pitchfork.com/reviews/albums/90-balance/
A.R.E. Weapons,A.R.E. Weapons, Rough Trade,2003,Chris Ott, 1.5 , ,2003-05-15,http://pitchfork.com/reviews/albums/282-are-weapons/
Nobukazu Takemura,Songbook, Bubble Core,2003,Mark Richardson, 5.6 , ,2003-05-15,http://pitchfork.com/reviews/albums/7918-songbook/
Amon Düül II,The UA Years: 1969-1974, Purple Pyramid,1999,Scott Hreha, 7.9 , ,2003-05-14,http://pitchfork.com/reviews/albums/167-the-ua-years-1969-1974/
Apes,Oddeyesee, Frenchkiss,2003,Eric Carr, 8.6 , ,2003-05-14,http://pitchfork.com/reviews/albums/217-oddeyesee/
Common,Electric Circus, MCA,2002,Scott Hreha, 6.5 , ,2003-05-14,http://pitchfork.com/reviews/albums/1565-electric-circus/
El Guapo,Fake French, Dischord,2003,Rob Mitchum, 4.5 , ,2003-05-14,http://pitchfork.com/reviews/albums/2711-fake-french/
Sentridoh,Free Sentridoh: Tales from Loobiecore, Repo,2002,Eric Carr, 5.5 , ,2003-05-14,http://pitchfork.com/reviews/albums/7071-free-sentridoh-tales-from-loobiecore/
Whirlwind Heat,Do Rabbits Wonder?, V2 / Third Man,2003,Eric Carr, 2.7 , ,2003-05-12,http://pitchfork.com/reviews/albums/8642-do-rabbits-wonder/
The Byrds,The Essential Byrds, Columbia,2003,Joe Tangari, 8.4 , ,2003-05-13,http://pitchfork.com/reviews/albums/1058-the-essential-byrds/
Chromatics,Chrome Rats vs Basement Rutz, GSL,2003,Andrew Bryant, 6.0 , ,2003-05-13,http://pitchfork.com/reviews/albums/1456-chrome-rats-vs-basement-rutz/
Phill Niblock,Touch Food, Touch,2003,Andy Beta, 8.0 , ,2003-05-13,http://pitchfork.com/reviews/albums/5788-touch-food/
Spiritualized,"The Complete Works, Vol. 1", Arista,2003,Chris Ott, 8.6 , ,2003-05-13,http://pitchfork.com/reviews/albums/7421-the-complete-works-vol-1/
Tes,x2, Lex,2003,Julianne Shepherd, 8.2 , ,2003-05-11,http://pitchfork.com/reviews/albums/7976-x2/
M83,"Dead Cities, Red Seas & Lost Ghosts", Gooom / Labels,2003,Matt LeMay, 9.2 , Best New Music ,2003-05-12,http://pitchfork.com/reviews/albums/5006-dead-cities-red-seas-lost-ghosts/
JR Ewing,Ride Paranoia, GSL,2003,Brandon Stosuy, 8.0 , ,2003-05-12,http://pitchfork.com/reviews/albums/4309-ride-paranoia/
Manitoba,Jacknuggeted EP, Leaf,2003,Mark Richardson, 7.8 , ,2003-05-12,http://pitchfork.com/reviews/albums/5079-jacknuggeted-ep/
Prince Paul,Politics of the Business, Razor & Tie,2003,Matt Kallman, 5.1 , ,2003-05-12,http://pitchfork.com/reviews/albums/6482-politics-of-the-business/
Yoshimi & Yuka,Flower with No Color, Ipecac,2003,Andy Beta, 5.3 , ,2003-05-08,http://pitchfork.com/reviews/albums/8858-flower-with-no-color/
Goldfrapp,Black Cherry, Mute,2003,Michael Idov, 5.8 , ,2003-05-11,http://pitchfork.com/reviews/albums/3505-black-cherry/
Iran,The Moon Boys, Tumult,2002,Brandon Stosuy, 8.9 , ,2003-05-11,http://pitchfork.com/reviews/albums/4122-the-moon-boys/
The Jayhawks,Rainy Day Music, American,2003,Andrew Bryant, 6.1 , ,2003-05-11,http://pitchfork.com/reviews/albums/4222-rainy-day-music/
New Wet Kojak,This Is the Glamorous, Beggars,2003,Joe Tangari, 7.4 , ,2003-05-11,http://pitchfork.com/reviews/albums/5778-this-is-the-glamorous/
Youngblood Brass Band,Center:Level:Roar, Ozone / Layered,2003,Scott Hreha, 3.4 , ,2003-05-07,http://pitchfork.com/reviews/albums/8848-centerlevelroar/
Arab Strap,Monday at the Hug & Pint, Matador,2003,Chris Ott, 8.7 , ,2003-05-08,http://pitchfork.com/reviews/albums/272-monday-at-the-hug-pint/
Various Artists,You Can Never Go Fast Enough, Plain,2003,William Bowers, 6.9 , ,2003-05-08,http://pitchfork.com/reviews/albums/1955-you-can-never-go-fast-enough/
Monade,Socialisme ou Barbarie: The Bedroom Recordings, Drag City,2003,Dominique Leone, 6.5 , ,2003-05-08,http://pitchfork.com/reviews/albums/5388-socialisme-ou-barbarie-the-bedroom-recordings/
Styrofoam,I'm What's There to Show That Something's Missing, Morr,2003,Rob Mitchum, 7.8 , ,2003-05-08,http://pitchfork.com/reviews/albums/7545-im-whats-there-to-show-that-somethings-missing/
Wire,Send, Pink Flag,2003,Eric Carr, 7.5 , ,2003-05-06,http://pitchfork.com/reviews/albums/8710-send/
Hot Cross,Cryonics, Level Plane,2003,Brandon Stosuy, 7.5 , ,2003-05-07,http://pitchfork.com/reviews/albums/3925-cryonics/
Pole,45/45 EP, Mute,2003,Mark Richardson, 6.8 , ,2003-05-07,http://pitchfork.com/reviews/albums/6374-4545-ep/
Prefuse 73,One Word Extinguisher, Warp,2003,Jascha Hoffman, 9.1 , Best New Music ,2003-05-07,http://pitchfork.com/reviews/albums/6449-one-word-extinguisher/
The Sea and Cake,Glass EP, Thrill Jockey,2003,Amanda Petrusich, 5.3 , ,2003-05-07,http://pitchfork.com/reviews/albums/7042-glass-ep/
Via Tania,Under a Different Sky, Chocolate Ind.,2003,Julianne Shepherd, 7.4 , ,2003-05-05,http://pitchfork.com/reviews/albums/8459-under-a-different-sky/
Atom and His Package,Attention! Blah Blah Blah, Hopeless,2003,Rob Mitchum, 3.8 , ,2003-05-06,http://pitchfork.com/reviews/albums/347-attention-blah-blah-blah/
Birddog,Songs from Willipa Bay, Happy Happy Birthday to Me,2003,William Bowers, 6.0 , ,2003-05-06,http://pitchfork.com/reviews/albums/715-songs-from-willipa-bay/
Howe Gelb,The Listener, Thrill Jockey,2003,Joe Tangari, 7.3 , ,2003-05-06,http://pitchfork.com/reviews/albums/3417-the-listener/
The New Pornographers,Electric Version, Matador,2003,Matt LeMay, 8.1 , ,2003-05-06,http://pitchfork.com/reviews/albums/5772-electric-version/
Stereolab,ABC Music: The Radio 1 Sessions, Koch,2003,Nitsuh Abebe, 8.0 , ,2003-05-04,http://pitchfork.com/reviews/albums/7500-abc-music-the-radio-1-sessions/
Blur,Think Tank, Virgin,2003,Brent DiCrescenzo, 9.0 , ,2003-05-05,http://pitchfork.com/reviews/albums/828-think-tank/
Arab on Radar,The Stolen Singles, Three-One-G,2003,Matt Kallman, 7.1 , ,2003-05-05,http://pitchfork.com/reviews/albums/267-the-stolen-singles/
RJD2,The Horror EP, Definitive Jux,2003,Scott Hreha, 7.3 , ,2003-05-05,http://pitchfork.com/reviews/albums/6796-the-horror-ep/
Stratford 4,Love and Distortion, Jetset,2003,Andrew Bryant, 4.5 , ,2003-05-05,http://pitchfork.com/reviews/albums/7528-love-and-distortion/
Velvet Crush,Soft Sounds, Action Musik,2003,Joe Tangari, 7.3 , ,2003-05-01,http://pitchfork.com/reviews/albums/8510-soft-sounds/
D+,Deception Pass, Knw-Yr-Own,2003,Brandon Stosuy, 4.8 , ,2003-05-04,http://pitchfork.com/reviews/albums/2122-deception-pass/
John Fahey,Red Cross, Revenant,2003,Eric Carr, 7.3 , ,2003-05-04,http://pitchfork.com/reviews/albums/2945-red-cross/
Four Tet,Rounds, Domino,2003,Andy Beta, 8.2 , Best New Music ,2003-05-04,http://pitchfork.com/reviews/albums/3166-rounds/
Pest,Necessary Measures, Ninja Tune,2003,Mark Martelli, 6.1 , ,2003-05-04,http://pitchfork.com/reviews/albums/6246-necessary-measures/
Sonic Youth,Demonlover OST, SND,2002,Rob Mitchum, 5.1 , ,2003-04-30,http://pitchfork.com/reviews/albums/7346-demonlover-ost/
Of Montreal,"If He Is Protecting Our Nation, Then Who Will Protect Big Oil, Our Children?", Track & Field,2003,Matt LeMay, 5.3 , ,2003-05-01,http://pitchfork.com/reviews/albums/5949-if-he-is-protecting-our-nation-then-who-will-protect-big-oil-our-children/
Liam Lynch,Fake Songs, Track & Field,2003,Chris Ott, 7.3 , ,2003-05-01,http://pitchfork.com/reviews/albums/4940-fake-songs/
Saboten,Beyond the Blue Heaven, God Mountain,2003,Dominique Leone, 7.0 , ,2003-05-01,http://pitchfork.com/reviews/albums/6959-beyond-the-blue-heaven/
Tomahawk,Mit Gas, Ipecac,2003,Scott Hreha, 8.4 , ,2003-05-01,http://pitchfork.com/reviews/albums/8099-mit-gas/
PANTHERS,Let's Get Serious EP, Dim Mak,2003,Brandon Stosuy, 7.9 , Best New Music ,2003-04-30,http://pitchfork.com/reviews/albums/6150-lets-get-serious-ep/
Various Artists,More G.D.M., Tigersushi,2002,Andy Beta, 7.4 , ,2003-04-30,http://pitchfork.com/reviews/albums/2008-more-gdm/
The Flaming Lips,Fight Test EP, Warner Bros.,2003,Chris Dahlen, 6.5 , ,2003-04-30,http://pitchfork.com/reviews/albums/3083-fight-test-ep/
Grand Mal,Bad Timing, Arena Rock,2003,Scott Hreha, 8.0 , ,2003-04-30,http://pitchfork.com/reviews/albums/3542-bad-timing/
Sahara Hotnights,C'mon Let's Pretend, BMG,1999,Julianne Shepherd, 6.8 , ,2003-04-30,http://pitchfork.com/reviews/albums/6968-cmon-lets-pretend/
Yeah Yeah Yeahs,Fever to Tell, Interscope,2003,Eric Carr, 7.4 , ,2003-04-28,http://pitchfork.com/reviews/albums/8888-fever-to-tell/
Murder City Devils,R.I.P., Sub Pop,2003,Amanda Petrusich, 3.0 , ,2003-04-29,http://pitchfork.com/reviews/albums/5508-rip/
Damien Jurado,Where Shall You Take Me, Secretly Canadian,2003,Daniel Crumb, 7.2 , ,2003-04-29,http://pitchfork.com/reviews/albums/4323-where-shall-you-take-me/
Mushroom / Gary Floyd,Mad Dogs and San Franciscans, Black Beauty,2003,Andy Beta, 7.0 , ,2003-04-29,http://pitchfork.com/reviews/albums/5520-mad-dogs-and-san-franciscans-with-gary-floyd/
The Clash,The Essential Clash, Epic,2003,Chris Ott, 10.0 , ,2003-04-30,http://pitchfork.com/reviews/albums/1488-the-essential-clash/
Wilco,More Like the Moon EP, Wilcoworld.net,2003,Rob Mitchum, 7.0 , ,2003-04-27,http://pitchfork.com/reviews/albums/8678-more-like-the-moon-ep/
Set Fire to Flames,Telegraphs In Negative/Mouths Trapped In Static, Alien8,2003,Andrew Bryant, 5.3 , ,2003-04-28,http://pitchfork.com/reviews/albums/11823-telegraphs-in-negativemouths-trapped-in-static/
The Faint,Danse Macabre Remixes, Astralwerks,2003,Julianne Shepherd, 3.2 , ,2003-04-28,http://pitchfork.com/reviews/albums/2949-danse-macabre-remixes/
Juggaknots,Re:Release: Clear Blue Skies, Fondle 'Em,1996,Matt Kallman, 8.2 , ,2003-04-28,http://pitchfork.com/reviews/albums/4310-rerelease-clear-blue-skies/
Richard Youngs,Airs of the Ear, Jagjaguwar,2003,Dominique Leone, 7.4 , ,2003-04-28,http://pitchfork.com/reviews/albums/8841-airs-of-the-ear/
Sunburned Hand of the Man,Headdress, Records,2003,Andrew Bryant, 9.0 , Best New Music ,2003-04-24,http://pitchfork.com/reviews/albums/7569-headdress/
Immortal Lee County Killers,Love Is a Charm of Powerful Trouble, Estrus,2003,Andy Beta, 3.9 , ,2003-04-27,http://pitchfork.com/reviews/albums/4080-love-is-a-charm-of-powerful-trouble/
Mouse on Mars,Glam, Sonig,1999,Mark Richardson, 9.1 , ,2003-04-27,http://pitchfork.com/reviews/albums/5463-glam/
Portastatic,The Summer of the Shark, Merge,2003,Amanda Petrusich, 7.8 , ,2003-04-27,http://pitchfork.com/reviews/albums/6415-the-summer-of-the-shark/
Greg Weeks,Slightly West EP, Acuarela,2003,Brandon Stosuy, 6.8 , ,2003-04-27,http://pitchfork.com/reviews/albums/8602-slightly-west-ep/
Twin Atlas,Bring Along the Weather, Tappersize,2003,Joe Tangari, 7.1 , ,2003-04-23,http://pitchfork.com/reviews/albums/8215-bring-along-the-weather/
Uncle Tupelo,"'No Depression', 'Still Feel Gone' and 'March 16-20, 1992'", Rockville,1990,William Bowers, 6.7 , ,2003-04-24,http://pitchfork.com/reviews/albums/8344-no-depression-still-feel-gone-and-march-16-20-1992/
D4,6twenty, Flying Nun,2003,Brandon Stosuy, 2.8 , ,2003-04-24,http://pitchfork.com/reviews/albums/2124-6twenty/
The Essex Green,The Long Goodbye, Merge,2003,Rob Mitchum, 6.2 , ,2003-04-24,http://pitchfork.com/reviews/albums/2834-the-long-goodbye/
Meanest Man Contest,Merit, Plug Research,2003,Jascha Hoffman, 8.2 , ,2003-04-24,http://pitchfork.com/reviews/albums/5192-merit/
Saturday Looks Good to Me,All Your Summer Songs, Polyvinyl,2003,Rob Mitchum, 8.6 , ,2003-04-22,http://pitchfork.com/reviews/albums/7002-all-your-summer-songs/
Hood,'Singles Compiled' and 'Compilations 1995-2002', Misplaced,2003,Chris Ott, 7.6 , ,2003-04-23,http://pitchfork.com/reviews/albums/3915-singles-compiled-and-compilations-1995-2002/
Autechre,Draft 7.30, Warp,2003,Dominique Leone, 6.2 , ,2003-04-23,http://pitchfork.com/reviews/albums/364-draft-730/
Hanin Elias,No Games No Fun, Fatal,2003,Mark Martelli, 2.1 , ,2003-04-23,http://pitchfork.com/reviews/albums/2749-no-games-no-fun/
Murs,The End of the Beginning, Definitive Jux,2003,Matt Kallman, 7.7 , ,2003-04-23,http://pitchfork.com/reviews/albums/5513-the-end-of-the-beginning/
Magas,Friends Forever, Ersatz Audio,2003,Nitsuh Abebe, 7.0 , ,2003-04-21,http://pitchfork.com/reviews/albums/5031-friends-forever/
Turbonegro,Scandinavian Leather, Epitaph,2003,Chris Ott, 2.3 , ,2003-04-21,http://pitchfork.com/reviews/albums/8184-scandinavian-leather/
The Black Keys,Thickfreakness, Fat Possum,2003,Eric Carr, 7.7 , ,2003-04-22,http://pitchfork.com/reviews/albums/766-thickfreakness/
El-P,"Fandam Plus: Instrumentals, Remixes, Lyrics & Video", Definitive Jux,2002,Scott Hreha, 7.5 , ,2003-04-22,http://pitchfork.com/reviews/albums/2713-fandam-plus-instrumentals-remixes-lyrics-video/
Lenola,Sharks and Flames, Homesleep,2003,Joe Tangari, 6.9 , ,2003-04-22,http://pitchfork.com/reviews/albums/4736-sharks-and-flames/
Placebo,Sleeping with Ghosts, Astralwerks,2003,Michael Idov, 6.4 , ,2003-04-20,http://pitchfork.com/reviews/albums/6326-sleeping-with-ghosts/
Tim Hecker,Radio Amor, Mille Plateaux,2003,Mark Richardson, 8.3 , ,2003-04-21,http://pitchfork.com/reviews/albums/3796-radio-amor/
Buzzcocks,Buzzcocks, Merge,2003,Brendan Reid, 6.7 , ,2003-04-21,http://pitchfork.com/reviews/albums/1051-buzzcocks/
Ben Harper,Diamonds on the Inside, Virgin,2003,Amanda Petrusich, 6.5 , ,2003-04-21,http://pitchfork.com/reviews/albums/3747-diamonds-on-the-inside/
Jaga Jazzist,Animal Chin, Virgin,2003,Chris Dahlen, 7.2 , ,2003-04-21,http://pitchfork.com/reviews/albums/4195-animal-chin/
S PRCSS,MNML, Frenchkiss,2003,Julianne Shepherd, 8.3 , ,2003-04-17,http://pitchfork.com/reviews/albums/7757-mnml/
"Bitter, Bitter Weeks","Bitter, Bitter Weeks", My Pal God,2003,Joe Tangari, 7.0 , ,2003-04-20,http://pitchfork.com/reviews/albums/726-bitter-bitter-weeks/
Black Eyes,Black Eyes, Dischord,2003,Julianne Shepherd, 7.9 , ,2003-04-20,http://pitchfork.com/reviews/albums/757-black-eyes/
Gravy Train!!!!,Hello Doctor, Kill Rock Stars,2003,Julianne Shepherd, 2.9 , ,2003-04-20,http://pitchfork.com/reviews/albums/3561-hello-doctor/
Barbara Morgenstern,Nichts Muss, Monika,2003,Andy Beta, 7.6 , ,2003-04-20,http://pitchfork.com/reviews/albums/5428-nichts-muss/
Dwayne Sodahberk,Don't Want To Know You, Tigerbeat6,2002,Mark Martelli, 6.8 , ,2003-04-16,http://pitchfork.com/reviews/albums/7309-dont-want-to-know-you/
Mika Vainio,In the Land of the Blind The One-Eyed Is King, Touch,2003,Andy Beta, 7.7 , ,2003-04-16,http://pitchfork.com/reviews/albums/8391-in-the-land-of-the-blind-the-one-eyed-is-king/
Bangs,Call and Response, Kill Rock Stars,2002,Eric Carr, 3.8 , ,2003-04-17,http://pitchfork.com/reviews/albums/545-call-and-response/
Lisa Germano,Lullaby for Liquid Pig, Ineffable,2003,Chris Ott, 8.5 , ,2003-04-17,http://pitchfork.com/reviews/albums/3425-lullaby-for-liquid-pig/
The Hidden Cameras,The Smell of Our Own, Rough Trade,2003,Brandon Stosuy, 8.1 , ,2003-04-17,http://pitchfork.com/reviews/albums/3853-the-smell-of-our-own/
Swirlies,"Cats of the Wild, Vol. 2", Bubble Core,2003,Joe Tangari, 6.0 , ,2003-04-14,http://pitchfork.com/reviews/albums/7674-cats-of-the-wild-vol-2/
Theoretical Girls,Theoretical Girls, Acute,2003,Andy Beta, 7.5 , ,2003-04-14,http://pitchfork.com/reviews/albums/7987-theoretical-girls/
Cul de Sac,Death of the Sun, Strange Attractors Audio House,2003,Mark Richardson, 7.9 , ,2003-04-16,http://pitchfork.com/reviews/albums/1685-death-of-the-sun/
Fruit Bats,Mouthfuls, Sub Pop,2003,Rob Mitchum, 7.1 , ,2003-04-16,http://pitchfork.com/reviews/albums/3228-mouthfuls/
Red Snapper,Red Snapper, Lo,2003,Jascha Hoffman, 2.8 , ,2003-04-16,http://pitchfork.com/reviews/albums/6722-red-snapper/
The Moldy Peaches,Moldy Peaches 2000: Unreleased Cutz and Live Jamz, Sanctuary,2003,Michael Idov, 1.9 , ,2003-04-13,http://pitchfork.com/reviews/albums/5381-moldy-peaches-2000-unreleased-cutz-and-live-jamz/
Thuja,Suns, Emperor Jones,2002,Chris Dahlen, 7.1 , ,2003-04-13,http://pitchfork.com/reviews/albums/8049-suns/
Lab Partners,Daystar, Big Beef,2002,Eric Carr, 6.4 , ,2003-04-14,http://pitchfork.com/reviews/albums/4615-daystar/
PAS/CAL,The Handbag Memoirs, Le Grand Magistery,2003,Rob Mitchum, 5.8 , ,2003-04-14,http://pitchfork.com/reviews/albums/6188-the-handbag-memoirs/
Super Numeri,Great Aviaries, Ninja Tune,2003,Mark Martelli, 7.4 , ,2003-04-14,http://pitchfork.com/reviews/albums/7613-great-aviaries/
Hexstatic,Listen & Learn, Ninja Tune,2003,Mark Martelli, 6.8 , ,2003-04-10,http://pitchfork.com/reviews/albums/3845-listen-learn/
Schneider TM,6 Peace EP, Mute,2003,Mark Richardson, 7.5 , ,2003-04-10,http://pitchfork.com/reviews/albums/7029-6-peace-ep/
Parliament,"'Up for the Down Stroke', 'Chocolate City' and 'Mothership Connection'", Casablanca,1974,Dominique Leone, 8.3 , ,2003-04-13,http://pitchfork.com/reviews/albums/6175-up-for-the-down-stroke-chocolate-city-and-mothership-connection/
Dinky,Black Cabaret, Carpark,2003,Dominique Leone, 7.6 , ,2003-04-13,http://pitchfork.com/reviews/albums/2321-black-cabaret/
Longwave,The Strangest Things, RCA,2003,Brandon Stosuy, 3.7 , ,2003-04-13,http://pitchfork.com/reviews/albums/4846-the-strangest-things/
Wolf Eyes,Dead Hills, Troubleman Unlimited,2002,Brandon Stosuy, 8.2 , ,2003-04-09,http://pitchfork.com/reviews/albums/8729-dead-hills/
Yo La Tengo,Summer Sun, Matador,2003,Eric Carr, 6.0 , ,2003-04-09,http://pitchfork.com/reviews/albums/8864-summer-sun/
